date_game,team_name,pts,game_type,attendance,distance,win
2017-12-19,Philadelphia 76ers,95,Regular,20558,0,0
2017-12-19,Washington Wizards,116,Regular,16529,0,1
2017-12-19,Milwaukee Bucks,119,Regular,18717,0,1
2017-12-20,Charlotte Hornets,111,Regular,15023,0,0
2017-12-20,Atlanta Hawks,95,Regular,14830,0,0
2017-12-20,Boston Celtics,89,Regular,18624,0,0
2017-12-20,Brooklyn Nets,99,Regular,13179,0,0
2017-12-20,Chicago Bulls,112,Regular,20285,0,1
2017-12-20,Houston Rockets,116,Regular,18055,0,0
2017-12-20,Oklahoma City Thunder,107,Regular,18203,0,1
2017-12-20,Dallas Mavericks,110,Regular,19580,0,1
2017-12-20,Denver Nuggets,104,Regular,17002,0,0
2017-12-20,Portland Trail Blazers,91,Regular,19393,0,0
2017-12-20,Golden State Warriors,97,Regular,19596,0,1
2017-12-20,Los Angeles Clippers,108,Regular,17151,0,1
2017-12-21,Cleveland Cavaliers,115,Regular,20562,0,1
2017-12-21,Philadelphia 76ers,109,Regular,20680,0,0
2017-12-21,New York Knicks,102,Regular,19812,0,1
2017-12-21,Phoenix Suns,97,Regular,16339,0,1
2017-12-21,Utah Jazz,100,Regular,18306,0,1
2017-12-22,Detroit Pistons,104,Regular,16922,0,1
2017-12-22,Orlando Magic,97,Regular,18846,0,0
2017-12-22,Brooklyn Nets,119,Regular,15589,0,1
2017-12-22,Houston Rockets,118,Regular,18055,0,0
2017-12-22,Miami Heat,113,Regular,19600,0,1
2017-12-22,Milwaukee Bucks,109,Regular,17018,0,1
2017-12-22,Oklahoma City Thunder,120,Regular,18203,0,1
2017-12-22,Portland Trail Blazers,85,Regular,19473,0,0
2017-12-22,Golden State Warriors,113,Regular,19596,0,1
2017-12-23,Toronto Raptors,102,Regular,19800,0,1
2017-12-23,Charlotte Hornets,111,Regular,18363,0,1
2017-12-23,Indiana Pacers,123,Regular,17107,0,1
2017-12-23,Washington Wizards,130,Regular,17218,0,1
2017-12-23,Atlanta Hawks,112,Regular,13402,0,1
2017-12-23,Boston Celtics,117,Regular,18624,0,1
2017-12-23,Memphis Grizzlies,115,Regular,16844,0,1
2017-12-23,Miami Heat,94,Regular,19600,0,0
2017-12-23,Utah Jazz,89,Regular,18306,0,0
2017-12-23,Golden State Warriors,81,Regular,19596,0,0
2017-12-23,Phoenix Suns,106,Regular,16482,0,0
2017-12-23,Los Angeles Lakers,92,Regular,18997,0,0
2017-12-23,Sacramento Kings,99,Regular,17583,0,0
2017-12-25,New York Knicks,98,Regular,19812,0,0
2017-12-25,Golden State Warriors,99,Regular,19596,0,1
2017-12-25,Boston Celtics,103,Regular,18624,0,0
2017-12-25,Oklahoma City Thunder,112,Regular,18203,0,1
2017-12-25,Los Angeles Lakers,104,Regular,18997,0,0
2017-12-26,Dallas Mavericks,98,Regular,20005,0,1
2017-12-26,Detroit Pistons,107,Regular,20491,0,1
2017-12-26,Miami Heat,107,Regular,19600,0,1
2017-12-26,Milwaukee Bucks,106,Regular,18717,0,0
2017-12-26,San Antonio Spurs,109,Regular,18492,0,1
2017-12-26,Denver Nuggets,107,Regular,17104,0,1
2017-12-26,Phoenix Suns,99,Regular,17105,0,1
2017-12-26,Los Angeles Clippers,122,Regular,16393,0,1
2017-12-27,Charlotte Hornets,91,Regular,19611,0,0
2017-12-27,Indiana Pacers,94,Regular,17923,0,0
2017-12-27,Atlanta Hawks,113,Regular,15763,0,1
2017-12-27,Chicago Bulls,92,Regular,21883,0,1
2017-12-27,Minnesota Timberwolves,128,Regular,18978,0,1
2017-12-27,New Orleans Pelicans,128,Regular,16707,0,1
2017-12-27,Oklahoma City Thunder,124,Regular,18203,0,1
2017-12-27,Sacramento Kings,109,Regular,17583,0,1
2017-12-27,Golden State Warriors,126,Regular,19596,0,1
2017-12-27,Los Angeles Lakers,99,Regular,18997,0,0
2017-12-28,Orlando Magic,102,Regular,18846,0,1
2017-12-28,Boston Celtics,99,Regular,18624,0,1
2017-12-28,Milwaukee Bucks,102,Regular,18717,0,1
2017-12-28,San Antonio Spurs,119,Regular,18935,0,1
2017-12-28,Portland Trail Blazers,114,Regular,20104,0,1
2017-12-29,Washington Wizards,121,Regular,20356,0,1
2017-12-29,Toronto Raptors,111,Regular,19800,0,1
2017-12-29,Chicago Bulls,119,Regular,21178,0,1
2017-12-29,Miami Heat,87,Regular,19600,0,0
2017-12-29,New Orleans Pelicans,120,Regular,16878,0,0
2017-12-29,Oklahoma City Thunder,95,Regular,18203,0,0
2017-12-29,Sacramento Kings,101,Regular,17583,0,0
2017-12-29,Golden State Warriors,100,Regular,19596,0,0
2017-12-29,Los Angeles Lakers,106,Regular,18997,0,0
2017-12-30,Detroit Pistons,93,Regular,19671,0,1
2017-12-30,New Orleans Pelicans,103,Regular,16947,0,0
2017-12-30,Orlando Magic,111,Regular,18846,0,0
2017-12-30,Atlanta Hawks,104,Regular,15877,0,1
2017-12-30,Utah Jazz,104,Regular,18306,0,1
2017-12-30,Golden State Warriors,141,Regular,19596,0,1
2017-12-30,Denver Nuggets,102,Regular,19599,0,0
2017-12-31,Washington Wizards,114,Regular,20356,0,1
2017-12-31,Indiana Pacers,90,Regular,17923,0,0
2017-12-31,Boston Celtics,108,Regular,18624,0,1
2017-12-31,Houston Rockets,148,Regular,18179,0,1
2017-12-31,Los Angeles Clippers,106,Regular,17348,0,1
2017-12-31,Oklahoma City Thunder,113,Regular,18203,0,0
2017-12-31,Sacramento Kings,96,Regular,17583,0,0
2017-12-31,Phoenix Suns,110,Regular,16983,0,0
2018-01-01,Brooklyn Nets,98,Regular,16164,0,1
2018-01-01,Toronto Raptors,131,Regular,19800,0,1
2018-01-01,Chicago Bulls,120,Regular,20860,0,0
2018-01-01,Minnesota Timberwolves,114,Regular,18978,0,1
2018-01-02,Cleveland Cavaliers,127,Regular,20562,0,1
2018-01-02,New York Knicks,91,Regular,19812,0,0
2018-01-02,Phoenix Suns,104,Regular,15921,0,1
2018-01-02,Sacramento Kings,111,Regular,17583,0,0
2018-01-02,Los Angeles Clippers,113,Regular,15711,0,1
2018-01-03,Orlando Magic,98,Regular,18588,0,0
2018-01-03,Philadelphia 76ers,112,Regular,20642,0,1
2018-01-03,Washington Wizards,121,Regular,17206,0,1
2018-01-03,Brooklyn Nets,98,Regular,16215,0,1
2018-01-03,Miami Heat,111,Regular,19600,0,1
2018-01-03,Boston Celtics,102,Regular,18624,0,1
2018-01-03,Chicago Bulls,115,Regular,20056,0,0
2018-01-03,Milwaukee Bucks,122,Regular,15613,0,1
2018-01-03,Dallas Mavericks,122,Regular,20212,0,0
2018-01-03,Denver Nuggets,134,Regular,14079,0,1
2018-01-03,Utah Jazz,98,Regular,18306,0,0
2018-01-03,Los Angeles Lakers,96,Regular,18997,0,0
2018-01-04,Houston Rockets,114,Regular,18055,0,0
2018-01-04,Los Angeles Clippers,117,Regular,19068,0,0
2018-01-05,Boston Celtics,91,Regular,18624,0,1
2018-01-05,Philadelphia 76ers,114,Regular,20592,0,1
2018-01-05,Miami Heat,107,Regular,19600,0,1
2018-01-05,Milwaukee Bucks,110,Regular,18717,0,0
2018-01-05,Dallas Mavericks,124,Regular,20073,0,0
2018-01-05,San Antonio Spurs,103,Regular,18501,0,1
2018-01-05,Denver Nuggets,99,Regular,15557,0,1
2018-01-05,Memphis Grizzlies,100,Regular,16988,0,0
2018-01-05,Portland Trail Blazers,110,Regular,19393,0,1
2018-01-05,Los Angeles Lakers,94,Regular,18997,0,0
2018-01-06,Los Angeles Clippers,105,Regular,19068,0,0
2018-01-06,Brooklyn Nets,85,Regular,17732,0,0
2018-01-06,Detroit Pistons,108,Regular,18046,0,1
2018-01-06,Indiana Pacers,125,Regular,17923,0,1
2018-01-06,Orlando Magic,127,Regular,18997,0,0
2018-01-06,Washington Wizards,103,Regular,18762,0,0
2018-01-06,Minnesota Timberwolves,116,Regular,18978,0,1
2018-01-06,Sacramento Kings,106,Regular,17583,0,1
2018-01-07,Miami Heat,103,Regular,19600,0,1
2018-01-07,Dallas Mavericks,96,Regular,20171,0,0
2018-01-07,Phoenix Suns,114,Regular,18055,0,1
2018-01-07,Portland Trail Blazers,111,Regular,19393,0,1
2018-01-07,Los Angeles Lakers,132,Regular,18997,0,1
2018-01-08,Indiana Pacers,109,Regular,14670,0,1
2018-01-08,Brooklyn Nets,113,Regular,13681,0,0
2018-01-08,Chicago Bulls,107,Regular,17462,0,0
2018-01-08,Minnesota Timberwolves,127,Regular,18978,0,1
2018-01-08,New Orleans Pelicans,112,Regular,12874,0,1
2018-01-08,Sacramento Kings,100,Regular,17583,0,0
2018-01-08,Golden State Warriors,124,Regular,19596,0,1
2018-01-08,Los Angeles Clippers,108,Regular,14624,0,1
2018-01-09,Toronto Raptors,89,Regular,19800,0,0
2018-01-09,Oklahoma City Thunder,106,Regular,18203,0,0
2018-01-09,Dallas Mavericks,114,Regular,19306,0,1
2018-01-09,Los Angeles Lakers,99,Regular,18997,0,1
2018-01-10,Charlotte Hornets,111,Regular,14462,0,0
2018-01-10,Indiana Pacers,106,Regular,14540,0,0
2018-01-10,Washington Wizards,104,Regular,15640,0,0
2018-01-10,Brooklyn Nets,80,Regular,13457,0,0
2018-01-10,New York Knicks,119,Regular,19812,0,0
2018-01-10,Houston Rockets,121,Regular,18055,0,1
2018-01-10,Memphis Grizzlies,105,Regular,14312,0,1
2018-01-10,Milwaukee Bucks,110,Regular,14543,0,1
2018-01-10,Minnesota Timberwolves,104,Regular,18978,0,1
2018-01-10,Denver Nuggets,97,Regular,14182,0,0
2018-01-10,Golden State Warriors,106,Regular,19596,0,0
2018-01-11,Philadelphia 76ers,103,Regular,19078,0,0
2018-01-11,Toronto Raptors,133,Regular,19923,0,1
2018-01-11,Sacramento Kings,115,Regular,17583,0,0
2018-01-11,Los Angeles Lakers,93,Regular,18997,0,1
2018-01-12,Charlotte Hornets,99,Regular,14848,0,1
2018-01-12,Indiana Pacers,97,Regular,17923,0,1
2018-01-12,Washington Wizards,125,Regular,18171,0,1
2018-01-12,Atlanta Hawks,105,Regular,13093,0,0
2018-01-12,Milwaukee Bucks,94,Regular,18717,0,0
2018-01-12,Minnesota Timberwolves,118,Regular,18978,0,1
2018-01-12,New Orleans Pelicans,119,Regular,17003,0,1
2018-01-12,Denver Nuggets,87,Regular,15607,0,1
2018-01-12,Phoenix Suns,95,Regular,18055,0,0
2018-01-13,Dallas Mavericks,101,Regular,20209,0,0
2018-01-13,Los Angeles Clippers,126,Regular,16656,0,1
2018-01-13,Charlotte Hornets,91,Regular,19624,0,0
2018-01-13,Washington Wizards,119,Regular,18354,0,1
2018-01-13,Toronto Raptors,125,Regular,20078,0,0
2018-01-13,Chicago Bulls,107,Regular,21613,0,1
2018-01-13,San Antonio Spurs,112,Regular,18418,0,1
2018-01-14,Miami Heat,97,Regular,19600,0,1
2018-01-14,New York Knicks,118,Regular,19812,0,0
2018-01-14,Phoenix Suns,97,Regular,17091,0,0
2018-01-14,Minnesota Timberwolves,120,Regular,14739,0,1
2018-01-15,Detroit Pistons,107,Regular,17200,0,0
2018-01-15,Philadelphia 76ers,117,Regular,20637,0,1
2018-01-15,Washington Wizards,95,Regular,19607,0,0
2018-01-15,Atlanta Hawks,102,Regular,15806,0,1
2018-01-15,Brooklyn Nets,104,Regular,17732,0,0
2018-01-15,Chicago Bulls,119,Regular,20546,0,1
2018-01-15,Memphis Grizzlies,123,Regular,17794,0,1
2018-01-15,Cleveland Cavaliers,108,Regular,20562,0,0
2018-01-15,Oklahoma City Thunder,95,Regular,18203,0,1
2018-01-15,Utah Jazz,94,Regular,18306,0,0
2018-01-15,Los Angeles Clippers,113,Regular,17622,0,1
2018-01-16,Orlando Magic,108,Regular,18589,0,1
2018-01-16,Boston Celtics,113,Regular,18624,0,0
2018-01-16,Denver Nuggets,105,Regular,14097,0,1
2018-01-16,Portland Trail Blazers,118,Regular,18604,0,1
2018-01-17,Charlotte Hornets,133,Regular,11528,0,1
2018-01-17,Atlanta Hawks,94,Regular,10894,0,1
2018-01-17,Brooklyn Nets,95,Regular,15425,0,0
2018-01-17,Toronto Raptors,96,Regular,19800,0,1
2018-01-17,Chicago Bulls,112,Regular,21372,0,0
2018-01-17,Memphis Grizzlies,105,Regular,12885,0,1
2018-01-17,Milwaukee Bucks,101,Regular,16695,0,0
2018-01-17,Oklahoma City Thunder,114,Regular,18203,0,1
2018-01-17,Sacramento Kings,105,Regular,17583,0,0
2018-01-17,Los Angeles Clippers,109,Regular,15043,0,1
2018-01-18,Boston Celtics,80,Regular,18624,0,0
2018-01-18,Cleveland Cavaliers,104,Regular,20562,0,1
2018-01-18,Houston Rockets,116,Regular,18055,0,1
2018-01-18,Portland Trail Blazers,100,Regular,19071,0,1
2018-01-19,Toronto Raptors,86,Regular,19800,0,1
2018-01-19,Brooklyn Nets,101,Regular,17732,0,1
2018-01-19,Detroit Pistons,112,Regular,14744,0,0
2018-01-19,Memphis Grizzlies,106,Regular,16831,0,1
2018-01-19,Denver Nuggets,100,Regular,15732,0,0
2018-01-19,Los Angeles Lakers,99,Regular,18997,0,1
2018-01-19,Utah Jazz,115,Regular,18306,0,0
2018-01-20,Cleveland Cavaliers,124,Regular,20562,0,0
2018-01-20,Atlanta Hawks,97,Regular,15597,0,0
2018-01-20,Charlotte Hornets,105,Regular,18687,0,0
2018-01-20,New Orleans Pelicans,111,Regular,18212,0,1
2018-01-20,Philadelphia 76ers,116,Regular,20826,0,1
2018-01-20,Houston Rockets,116,Regular,18055,0,1
2018-01-20,Minnesota Timberwolves,115,Regular,17828,0,1
2018-01-20,Utah Jazz,125,Regular,18306,0,1
2018-01-20,Portland Trail Blazers,117,Regular,19464,0,1
2018-01-21,Boston Celtics,95,Regular,18624,0,0
2018-01-21,Los Angeles Lakers,127,Regular,18997,0,1
2018-01-21,Detroit Pistons,100,Regular,17554,0,0
2018-01-21,San Antonio Spurs,86,Regular,18418,0,0
2018-01-22,Charlotte Hornets,112,Regular,11806,0,1
2018-01-22,Atlanta Hawks,104,Regular,11096,0,1
2018-01-22,Houston Rockets,99,Regular,18055,0,1
2018-01-22,Memphis Grizzlies,105,Regular,14288,0,1
2018-01-22,Milwaukee Bucks,109,Regular,14766,0,1
2018-01-22,New Orleans Pelicans,132,Regular,17101,0,1
2018-01-22,Dallas Mavericks,98,Regular,19328,0,1
2018-01-22,Denver Nuggets,104,Regular,14474,0,1
2018-01-22,Los Angeles Clippers,118,Regular,16347,0,0
2018-01-23,Orlando Magic,99,Regular,18846,0,0
2018-01-23,Oklahoma City Thunder,109,Regular,18203,0,1
2018-01-23,San Antonio Spurs,114,Regular,18418,0,1
2018-01-23,Golden State Warriors,123,Regular,19596,0,1
2018-01-23,Los Angeles Lakers,108,Regular,18997,0,1
2018-01-24,Charlotte Hornets,96,Regular,14588,0,0
2018-01-24,Detroit Pistons,95,Regular,15682,0,0
2018-01-24,Indiana Pacers,116,Regular,14060,0,1
2018-01-24,Philadelphia 76ers,115,Regular,20547,0,1
2018-01-24,Atlanta Hawks,93,Regular,12780,0,0
2018-01-24,Dallas Mavericks,97,Regular,19378,0,0
2018-01-24,Memphis Grizzlies,85,Regular,15812,0,0
2018-01-24,Portland Trail Blazers,123,Regular,18920,0,1
2018-01-24,Los Angeles Clippers,102,Regular,19430,0,0
2018-01-25,Miami Heat,88,Regular,19600,0,0
2018-01-25,Oklahoma City Thunder,121,Regular,18203,0,1
2018-01-25,Denver Nuggets,130,Regular,15482,0,1
2018-01-25,Golden State Warriors,126,Regular,19596,0,1
2018-01-26,Charlotte Hornets,121,Regular,15479,0,1
2018-01-26,Cleveland Cavaliers,115,Regular,20562,0,1
2018-01-26,Toronto Raptors,93,Regular,19800,0,0
2018-01-26,Chicago Bulls,103,Regular,21827,0,0
2018-01-26,Memphis Grizzlies,100,Regular,16369,0,0
2018-01-26,Milwaukee Bucks,116,Regular,18717,0,1
2018-01-26,New Orleans Pelicans,115,Regular,17186,0,1
2018-01-26,Dallas Mavericks,93,Regular,19876,0,0
2018-01-26,San Antonio Spurs,78,Regular,18418,0,0
2018-01-26,Phoenix Suns,85,Regular,17068,0,0
2018-01-27,Detroit Pistons,108,Regular,20491,0,0
2018-01-27,Indiana Pacers,114,Regular,17923,0,1
2018-01-27,Atlanta Hawks,104,Regular,15843,0,0
2018-01-27,Miami Heat,95,Regular,19600,0,1
2018-01-27,Golden State Warriors,109,Regular,19596,0,1
2018-01-27,Denver Nuggets,91,Regular,19520,0,1
2018-01-27,Minnesota Timberwolves,111,Regular,16231,0,1
2018-01-28,Chicago Bulls,96,Regular,21630,0,0
2018-01-28,Houston Rockets,113,Regular,18055,0,1
2018-01-28,New Orleans Pelicans,103,Regular,16378,0,0
2018-01-28,Cleveland Cavaliers,121,Regular,20562,0,1
2018-01-28,Oklahoma City Thunder,122,Regular,18202,0,1
2018-01-28,Toronto Raptors,123,Regular,19800,0,1
2018-01-28,San Antonio Spurs,113,Regular,18418,0,1
2018-01-29,Indiana Pacers,105,Regular,14225,0,1
2018-01-29,Atlanta Hawks,105,Regular,12589,0,1
2018-01-29,Memphis Grizzlies,120,Regular,13202,0,1
2018-01-29,Milwaukee Bucks,107,Regular,14126,0,1
2018-01-29,Dallas Mavericks,88,Regular,19555,0,0
2018-01-29,Denver Nuggets,110,Regular,19520,0,0
2018-01-30,Washington Wizards,102,Regular,20356,0,1
2018-01-30,New York Knicks,111,Regular,19505,0,1
2018-01-30,Toronto Raptors,109,Regular,19800,0,1
2018-01-30,Detroit Pistons,125,Regular,18508,0,1
2018-01-30,Houston Rockets,114,Regular,18055,0,1
2018-01-30,New Orleans Pelicans,103,Regular,14292,0,0
2018-01-30,San Antonio Spurs,106,Regular,18418,0,1
2018-01-30,Utah Jazz,129,Regular,18306,0,1
2018-01-30,Los Angeles Clippers,96,Regular,16705,0,0
2018-01-31,Indiana Pacers,105,Regular,15093,0,1
2018-01-31,Orlando Magic,127,Regular,18553,0,1
2018-01-31,Atlanta Hawks,110,Regular,13103,0,0
2018-01-31,Brooklyn Nets,116,Regular,15577,0,1
2018-01-31,Cleveland Cavaliers,91,Regular,20562,0,1
2018-01-31,Boston Celtics,103,Regular,18624,0,1
2018-01-31,Portland Trail Blazers,124,Regular,19422,0,1
2018-01-31,Phoenix Suns,102,Regular,15923,0,1
2018-02-01,Detroit Pistons,104,Regular,17481,0,1
2018-02-01,Washington Wizards,122,Regular,15599,0,1
2018-02-01,Minnesota Timberwolves,108,Regular,17199,0,1
2018-02-01,San Antonio Spurs,91,Regular,18418,0,0
2018-02-01,Denver Nuggets,127,Regular,18407,0,1
2018-02-02,Charlotte Hornets,133,Regular,17135,0,1
2018-02-02,Boston Celtics,119,Regular,18624,0,1
2018-02-02,Brooklyn Nets,99,Regular,17732,0,0
2018-02-02,Toronto Raptors,130,Regular,19800,0,1
2018-02-02,Milwaukee Bucks,92,Regular,18717,0,1
2018-02-02,Philadelphia 76ers,103,Regular,20636,0,1
2018-02-02,Oklahoma City Thunder,100,Regular,18203,0,0
2018-02-02,Phoenix Suns,97,Regular,16560,0,0
2018-02-02,Sacramento Kings,104,Regular,17583,0,0
2018-02-03,Los Angeles Clippers,113,Regular,19068,0,1
2018-02-03,Detroit Pistons,111,Regular,18747,0,1
2018-02-03,Indiana Pacers,100,Regular,17923,0,1
2018-02-03,Orlando Magic,98,Regular,18846,0,0
2018-02-03,Cleveland Cavaliers,88,Regular,20562,0,0
2018-02-03,Denver Nuggets,115,Regular,20103,0,1
2018-02-03,Minnesota Timberwolves,118,Regular,17954,0,1
2018-02-03,San Antonio Spurs,111,Regular,18418,0,0
2018-02-03,Sacramento Kings,99,Regular,17583,0,0
2018-02-04,Boston Celtics,97,Regular,18624,0,1
2018-02-04,Brooklyn Nets,94,Regular,14392,0,0
2018-02-04,New York Knicks,96,Regular,19441,0,0
2018-02-04,Toronto Raptors,101,Regular,19800,0,1
2018-02-04,Oklahoma City Thunder,104,Regular,18203,0,0
2018-02-04,Phoenix Suns,110,Regular,14487,0,0
2018-02-05,Detroit Pistons,111,Regular,13810,0,1
2018-02-05,Indiana Pacers,102,Regular,13169,0,0
2018-02-05,Miami Heat,109,Regular,19600,0,0
2018-02-05,New Orleans Pelicans,109,Regular,14293,0,0
2018-02-05,Denver Nuggets,121,Regular,14410,0,1
2018-02-05,Sacramento Kings,104,Regular,17583,0,1
2018-02-05,Los Angeles Clippers,104,Regular,15127,0,1
2018-02-06,Orlando Magic,116,Regular,18846,0,1
2018-02-06,Atlanta Hawks,108,Regular,11866,0,1
2018-02-06,Brooklyn Nets,113,Regular,15064,0,0
2018-02-06,New York Knicks,89,Regular,19812,0,0
2018-02-06,Toronto Raptors,111,Regular,20017,0,1
2018-02-06,Philadelphia 76ers,115,Regular,20530,0,1
2018-02-06,Golden State Warriors,105,Regular,19596,0,0
2018-02-06,Los Angeles Lakers,112,Regular,18997,0,1
2018-02-07,Detroit Pistons,115,Regular,15114,0,1
2018-02-07,Miami Heat,101,Regular,19600,0,0
2018-02-07,Cleveland Cavaliers,140,Regular,20562,0,1
2018-02-07,Memphis Grizzlies,88,Regular,13187,0,0
2018-02-07,Phoenix Suns,81,Regular,15993,0,0
2018-02-08,Orlando Magic,100,Regular,16215,0,1
2018-02-08,Toronto Raptors,113,Regular,19800,0,1
2018-02-08,Washington Wizards,104,Regular,20356,0,0
2018-02-08,Portland Trail Blazers,109,Regular,19178,0,1
2018-02-08,Golden State Warriors,121,Regular,19596,0,1
2018-02-08,Los Angeles Lakers,106,Regular,18997,0,1
2018-02-09,Detroit Pistons,95,Regular,16697,0,0
2018-02-09,Philadelphia 76ers,100,Regular,20489,0,1
2018-02-09,Atlanta Hawks,107,Regular,16438,0,0
2018-02-09,Boston Celtics,91,Regular,18624,0,0
2018-02-09,Houston Rockets,130,Regular,18055,0,1
2018-02-09,Miami Heat,91,Regular,20018,0,1
2018-02-09,Utah Jazz,106,Regular,18306,0,1
2018-02-09,Chicago Bulls,114,Regular,21558,0,1
2018-02-09,Sacramento Kings,100,Regular,17583,0,0
2018-02-10,Brooklyn Nets,128,Regular,16572,0,0
2018-02-10,Orlando Magic,104,Regular,18347,0,0
2018-02-10,Philadelphia 76ers,112,Regular,20504,0,1
2018-02-10,Chicago Bulls,90,Regular,21112,0,0
2018-02-10,Dallas Mavericks,130,Regular,20162,0,1
2018-02-10,Golden State Warriors,122,Regular,19596,0,1
2018-02-10,Phoenix Suns,113,Regular,16325,0,0
2018-02-11,Charlotte Hornets,103,Regular,18320,0,0
2018-02-11,Atlanta Hawks,118,Regular,15214,0,1
2018-02-11,Boston Celtics,99,Regular,18624,0,0
2018-02-11,Indiana Pacers,121,Regular,17923,0,1
2018-02-11,Houston Rockets,104,Regular,18055,0,1
2018-02-11,Minnesota Timberwolves,111,Regular,18068,0,1
2018-02-11,Oklahoma City Thunder,110,Regular,18203,0,1
2018-02-11,Portland Trail Blazers,96,Regular,19730,0,0
2018-02-12,Detroit Pistons,103,Regular,14453,0,0
2018-02-12,Philadelphia 76ers,108,Regular,20589,0,1
2018-02-12,Brooklyn Nets,101,Regular,13735,0,0
2018-02-12,Chicago Bulls,105,Regular,18611,0,1
2018-02-12,Utah Jazz,101,Regular,18306,0,1
2018-02-12,Golden State Warriors,129,Regular,19596,0,1
2018-02-13,Toronto Raptors,115,Regular,19800,0,1
2018-02-13,Milwaukee Bucks,97,Regular,14720,0,1
2018-02-13,Minnesota Timberwolves,108,Regular,18978,0,0
2018-02-13,Oklahoma City Thunder,112,Regular,18203,0,0
2018-02-13,Dallas Mavericks,109,Regular,19801,0,0
2018-02-13,Denver Nuggets,117,Regular,17623,0,1
2018-02-14,Detroit Pistons,104,Regular,15849,0,1
2018-02-14,Orlando Magic,102,Regular,18428,0,0
2018-02-14,Philadelphia 76ers,104,Regular,20492,0,1
2018-02-14,Brooklyn Nets,103,Regular,13159,0,0
2018-02-14,New York Knicks,113,Regular,19812,0,0
2018-02-14,Boston Celtics,119,Regular,18624,0,0
2018-02-14,Chicago Bulls,98,Regular,21006,0,0
2018-02-14,Houston Rockets,100,Regular,18055,0,1
2018-02-14,Memphis Grizzlies,114,Regular,16012,0,0
2018-02-14,New Orleans Pelicans,139,Regular,15436,0,1
2018-02-14,Utah Jazz,107,Regular,18306,0,1
2018-02-14,Portland Trail Blazers,123,Regular,19520,0,1
2018-02-15,Milwaukee Bucks,123,Regular,15486,0,0
2018-02-15,Minnesota Timberwolves,119,Regular,17534,0,1
2018-02-22,Charlotte Hornets,111,Regular,14112,0,1
2018-02-22,Orlando Magic,113,Regular,18846,0,0
2018-02-22,Chicago Bulls,115,Regular,21312,0,0
2018-02-22,Cleveland Cavaliers,103,Regular,20562,0,0
2018-02-22,Sacramento Kings,107,Regular,17583,0,0
2018-02-22,Golden State Warriors,134,Regular,19596,0,1
2018-02-23,Detroit Pistons,98,Regular,20491,0,0
2018-02-23,Indiana Pacers,116,Regular,17923,0,1
2018-02-23,Washington Wizards,105,Regular,17824,0,0
2018-02-23,Toronto Raptors,119,Regular,20047,0,0
2018-02-23,Houston Rockets,120,Regular,18055,0,1
2018-02-23,Memphis Grizzlies,89,Regular,18119,0,0
2018-02-23,New Orleans Pelicans,124,Regular,17751,0,1
2018-02-23,Denver Nuggets,122,Regular,20027,0,1
2018-02-23,Phoenix Suns,117,Regular,17126,0,0
2018-02-23,Utah Jazz,81,Regular,18306,0,0
2018-02-23,Los Angeles Lakers,124,Regular,18997,0,1
2018-02-24,Philadelphia 76ers,116,Regular,20594,0,1
2018-02-24,Miami Heat,115,Regular,19600,0,1
2018-02-24,New York Knicks,112,Regular,19812,0,0
2018-02-24,Golden State Warriors,112,Regular,19596,0,1
2018-02-24,Minnesota Timberwolves,122,Regular,18978,0,1
2018-02-24,Phoenix Suns,104,Regular,17112,0,0
2018-02-24,Utah Jazz,97,Regular,18306,0,1
2018-02-24,Sacramento Kings,108,Regular,17583,0,0
2018-02-25,Charlotte Hornets,114,Regular,17894,0,1
2018-02-25,Milwaukee Bucks,121,Regular,18717,0,0
2018-02-25,Cleveland Cavaliers,94,Regular,20562,0,0
2018-02-25,Denver Nuggets,114,Regular,20044,0,0
2018-02-25,Washington Wizards,109,Regular,17180,0,1
2018-02-26,Atlanta Hawks,104,Regular,16328,0,0
2018-02-26,Boston Celtics,109,Regular,18624,0,1
2018-02-26,Brooklyn Nets,104,Regular,15081,0,1
2018-02-26,New York Knicks,111,Regular,19812,0,0
2018-02-26,Toronto Raptors,123,Regular,19800,0,1
2018-02-26,New Orleans Pelicans,125,Regular,14302,0,1
2018-02-26,Oklahoma City Thunder,112,Regular,18203,0,1
2018-02-26,Dallas Mavericks,109,Regular,19536,0,1
2018-02-26,Utah Jazz,85,Regular,18306,0,0
2018-02-26,Sacramento Kings,100,Regular,17583,0,0
2018-02-27,Charlotte Hornets,118,Regular,14521,0,1
2018-02-27,Cleveland Cavaliers,129,Regular,20562,0,1
2018-02-27,Miami Heat,102,Regular,19600,0,1
2018-02-27,Milwaukee Bucks,104,Regular,16093,0,0
2018-02-27,Portland Trail Blazers,116,Regular,19468,0,1
2018-02-27,Denver Nuggets,120,Regular,15004,0,0
2018-02-28,Detroit Pistons,110,Regular,16146,0,1
2018-02-28,Orlando Magic,104,Regular,17328,0,0
2018-02-28,Atlanta Hawks,107,Regular,13316,0,1
2018-02-28,Boston Celtics,134,Regular,18624,0,1
2018-02-28,Memphis Grizzlies,102,Regular,13484,0,0
2018-02-28,Washington Wizards,101,Regular,20356,0,0
2018-02-28,Dallas Mavericks,110,Regular,20202,0,0
2018-02-28,San Antonio Spurs,116,Regular,18418,0,0
2018-02-28,Los Angeles Clippers,92,Regular,19068,0,0
2018-03-01,Miami Heat,113,Regular,19600,0,0
