date_game,team_name,pts,game_type,attendance,distance,win
2018-03-01,Cleveland Cavaliers,97,Regular,20562,0,0
2018-03-01,Sacramento Kings,116,Regular,17583,0,1
2018-03-01,Portland Trail Blazers,108,Regular,19533,0,1
2018-03-02,Orlando Magic,115,Regular,17223,0,1
2018-03-02,Philadelphia 76ers,110,Regular,20487,0,1
2018-03-02,Atlanta Hawks,109,Regular,16728,0,0
2018-03-02,Chicago Bulls,108,Regular,21017,0,1
2018-03-02,Memphis Grizzlies,102,Regular,16421,0,0
2018-03-02,Milwaukee Bucks,96,Regular,17217,0,0
2018-03-02,Washington Wizards,95,Regular,18631,0,0
2018-03-02,Phoenix Suns,116,Regular,18055,0,0
2018-03-02,Los Angeles Clippers,128,Regular,17190,0,1
2018-03-02,Utah Jazz,116,Regular,18306,0,1
2018-03-03,Orlando Magic,107,Regular,17875,0,1
2018-03-03,Cleveland Cavaliers,117,Regular,20562,0,0
2018-03-03,Miami Heat,105,Regular,19600,0,1
2018-03-03,Houston Rockets,123,Regular,18476,0,1
2018-03-03,San Antonio Spurs,112,Regular,18557,0,0
2018-03-03,Portland Trail Blazers,108,Regular,20063,0,1
2018-03-03,Sacramento Kings,91,Regular,17583,0,0
2018-03-04,Atlanta Hawks,113,Regular,15166,0,1
2018-03-04,Toronto Raptors,103,Regular,19800,0,1
2018-03-04,Washington Wizards,95,Regular,16646,0,0
2018-03-04,Dallas Mavericks,109,Regular,19798,0,0
2018-03-04,Milwaukee Bucks,118,Regular,15587,0,1
2018-03-04,Los Angeles Clippers,123,Regular,16384,0,1
2018-03-04,Sacramento Kings,102,Regular,17583,0,1
2018-03-05,Cleveland Cavaliers,112,Regular,20562,0,1
2018-03-05,Indiana Pacers,92,Regular,15874,0,1
2018-03-05,Miami Heat,125,Regular,19600,0,1
2018-03-05,Chicago Bulls,89,Regular,21286,0,0
2018-03-05,San Antonio Spurs,100,Regular,18418,0,1
2018-03-05,Utah Jazz,94,Regular,18306,0,1
2018-03-05,Los Angeles Lakers,103,Regular,18997,0,0
2018-03-06,Charlotte Hornets,114,Regular,15600,0,0
2018-03-06,Toronto Raptors,106,Regular,19800,0,1
2018-03-06,Washington Wizards,117,Regular,16582,0,1
2018-03-06,Oklahoma City Thunder,112,Regular,18203,0,0
2018-03-06,Dallas Mavericks,118,Regular,19504,0,1
2018-03-06,Portland Trail Blazers,111,Regular,19393,0,1
2018-03-06,Golden State Warriors,114,Regular,19596,0,1
2018-03-06,Los Angeles Clippers,116,Regular,16412,0,0
2018-03-07,Indiana Pacers,84,Regular,16432,0,0
2018-03-07,Chicago Bulls,119,Regular,20210,0,1
2018-03-07,Detroit Pistons,119,Regular,17769,0,0
2018-03-07,Milwaukee Bucks,99,Regular,17195,0,0
2018-03-07,Sacramento Kings,101,Regular,17583,0,0
2018-03-07,Denver Nuggets,108,Regular,20062,0,0
2018-03-07,Los Angeles Lakers,108,Regular,18997,0,1
2018-03-08,Charlotte Hornets,111,Regular,14173,0,0
2018-03-08,Miami Heat,108,Regular,19600,0,1
2018-03-08,Minnesota Timberwolves,109,Regular,18978,0,0
2018-03-08,Oklahoma City Thunder,115,Regular,18203,0,1
2018-03-08,Golden State Warriors,110,Regular,19596,0,1
2018-03-09,Detroit Pistons,99,Regular,17406,0,1
2018-03-09,Indiana Pacers,112,Regular,17923,0,1
2018-03-09,Toronto Raptors,108,Regular,20131,0,1
2018-03-09,Memphis Grizzlies,78,Regular,15622,0,0
2018-03-09,Milwaukee Bucks,120,Regular,18717,0,1
2018-03-09,New Orleans Pelicans,97,Regular,18143,0,0
2018-03-09,Denver Nuggets,125,Regular,19807,0,1
2018-03-09,Portland Trail Blazers,125,Regular,19487,0,1
2018-03-09,Sacramento Kings,94,Regular,17583,0,1
2018-03-09,Los Angeles Clippers,116,Regular,19130,0,1
2018-03-10,Charlotte Hornets,122,Regular,19336,0,1
2018-03-10,Miami Heat,129,Regular,19689,0,1
2018-03-10,Dallas Mavericks,114,Regular,19579,0,1
2018-03-10,Oklahoma City Thunder,104,Regular,18203,0,1
2018-03-10,Los Angeles Clippers,113,Regular,16561,0,1
2018-03-11,New York Knicks,106,Regular,19812,0,0
2018-03-11,Atlanta Hawks,122,Regular,15266,0,0
2018-03-11,Minnesota Timberwolves,109,Regular,18978,0,1
2018-03-11,New Orleans Pelicans,99,Regular,18062,0,0
2018-03-11,Denver Nuggets,130,Regular,19520,0,1
2018-03-11,Dallas Mavericks,82,Regular,20394,0,0
2018-03-11,Boston Celtics,97,Regular,18624,0,0
2018-03-11,Brooklyn Nets,97,Regular,16901,0,0
2018-03-11,Los Angeles Lakers,127,Regular,18997,0,1
2018-03-12,Houston Rockets,109,Regular,18092,0,1
2018-03-12,Memphis Grizzlies,103,Regular,14112,0,0
2018-03-12,Oklahoma City Thunder,106,Regular,18203,0,1
2018-03-12,Portland Trail Blazers,115,Regular,19786,0,1
2018-03-13,Philadelphia 76ers,98,Regular,20531,0,0
2018-03-13,Washington Wizards,111,Regular,17078,0,0
2018-03-13,Atlanta Hawks,107,Regular,16739,0,0
2018-03-13,Brooklyn Nets,102,Regular,16654,0,0
2018-03-13,New York Knicks,97,Regular,18597,0,0
2018-03-13,Chicago Bulls,106,Regular,20912,0,0
2018-03-13,New Orleans Pelicans,119,Regular,15507,0,1
2018-03-13,San Antonio Spurs,108,Regular,18418,0,1
2018-03-13,Utah Jazz,110,Regular,18306,0,1
2018-03-13,Phoenix Suns,107,Regular,18055,0,0
2018-03-13,Los Angeles Lakers,112,Regular,18997,0,1
2018-03-14,Orlando Magic,126,Regular,17713,0,1
2018-03-14,Boston Celtics,124,Regular,18624,0,0
2018-03-14,Sacramento Kings,123,Regular,17583,0,1
2018-03-14,Golden State Warriors,117,Regular,19596,0,1
2018-03-15,Indiana Pacers,99,Regular,17923,0,0
2018-03-15,Atlanta Hawks,117,Regular,14486,0,0
2018-03-15,New York Knicks,110,Regular,18894,0,0
2018-03-15,Houston Rockets,101,Regular,18055,0,1
2018-03-15,Memphis Grizzlies,110,Regular,16511,0,0
2018-03-15,San Antonio Spurs,98,Regular,18418,0,1
2018-03-15,Denver Nuggets,120,Regular,18697,0,1
2018-03-15,Utah Jazz,116,Regular,18306,0,1
2018-03-15,Portland Trail Blazers,113,Regular,19806,0,1
2018-03-16,Orlando Magic,83,Regular,18981,0,0
2018-03-16,Philadelphia 76ers,120,Regular,20666,0,1
2018-03-16,Toronto Raptors,122,Regular,19800,0,1
2018-03-16,Oklahoma City Thunder,121,Regular,18203,0,1
2018-03-16,Golden State Warriors,93,Regular,19596,0,0
2018-03-16,Los Angeles Lakers,91,Regular,18997,0,0
2018-03-17,Milwaukee Bucks,122,Regular,18717,0,1
2018-03-17,New Orleans Pelicans,101,Regular,18495,0,0
2018-03-17,Washington Wizards,109,Regular,18249,0,1
2018-03-17,Brooklyn Nets,114,Regular,13877,0,1
2018-03-17,New York Knicks,124,Regular,17760,0,1
2018-03-17,Chicago Bulls,109,Regular,22983,0,0
2018-03-17,Memphis Grizzlies,101,Regular,16501,0,1
2018-03-17,San Antonio Spurs,117,Regular,18418,0,1
2018-03-17,Utah Jazz,103,Regular,18306,0,1
2018-03-17,Phoenix Suns,109,Regular,18055,0,0
2018-03-17,Portland Trail Blazers,100,Regular,19727,0,1
2018-03-18,Toronto Raptors,125,Regular,19800,0,0
2018-03-18,New Orleans Pelicans,108,Regular,18277,0,1
2018-03-18,Minnesota Timberwolves,120,Regular,18978,0,0
2018-03-18,Los Angeles Clippers,109,Regular,17776,0,0
2018-03-19,Cleveland Cavaliers,124,Regular,20562,0,1
2018-03-19,Indiana Pacers,110,Regular,16603,0,1
2018-03-19,Philadelphia 76ers,108,Regular,20530,0,1
2018-03-19,Brooklyn Nets,118,Regular,12856,0,1
2018-03-19,Miami Heat,149,Regular,19600,0,1
2018-03-19,New York Knicks,110,Regular,18835,0,1
2018-03-19,San Antonio Spurs,89,Regular,18418,0,1
2018-03-19,Sacramento Kings,90,Regular,17583,0,0
2018-03-20,Orlando Magic,86,Regular,16228,0,0
2018-03-20,Boston Celtics,100,Regular,18624,0,1
2018-03-20,Minnesota Timberwolves,123,Regular,16351,0,1
2018-03-20,New Orleans Pelicans,115,Regular,14484,0,1
2018-03-20,Utah Jazz,94,Regular,18306,0,0
2018-03-20,Phoenix Suns,88,Regular,17400,0,0
2018-03-20,Portland Trail Blazers,111,Regular,20012,0,0
2018-03-21,Cleveland Cavaliers,132,Regular,20562,0,1
2018-03-21,Philadelphia 76ers,119,Regular,10411,0,1
2018-03-21,Brooklyn Nets,105,Regular,10231,0,0
2018-03-21,Miami Heat,119,Regular,19600,0,1
2018-03-21,Chicago Bulls,102,Regular,20671,0,0
2018-03-21,Milwaukee Bucks,120,Regular,17916,0,0
2018-03-21,New Orleans Pelicans,96,Regular,14148,0,1
2018-03-21,San Antonio Spurs,98,Regular,18418,0,1
2018-03-22,Charlotte Hornets,140,Regular,15033,0,1
2018-03-22,Orlando Magic,98,Regular,17881,0,0
2018-03-22,Houston Rockets,100,Regular,18055,0,1
2018-03-22,New Orleans Pelicans,128,Regular,18037,0,1
2018-03-22,Dallas Mavericks,112,Regular,19725,0,0
2018-03-22,Sacramento Kings,105,Regular,17583,0,1
2018-03-23,Indiana Pacers,109,Regular,17923,0,1
2018-03-23,Washington Wizards,100,Regular,19016,0,0
2018-03-23,Cleveland Cavaliers,120,Regular,20562,0,1
2018-03-23,New York Knicks,104,Regular,18914,0,0
2018-03-23,Toronto Raptors,116,Regular,19800,0,1
2018-03-23,Chicago Bulls,105,Regular,21698,0,0
2018-03-23,Oklahoma City Thunder,105,Regular,18203,0,1
2018-03-23,San Antonio Spurs,124,Regular,18418,0,1
2018-03-23,Portland Trail Blazers,100,Regular,19575,0,0
2018-03-23,Golden State Warriors,106,Regular,19596,0,1
2018-03-24,Philadelphia 76ers,120,Regular,20668,0,1
2018-03-24,Detroit Pistons,117,Regular,19139,0,1
2018-03-24,Orlando Magic,105,Regular,17393,0,1
2018-03-24,Houston Rockets,114,Regular,18055,0,1
2018-03-24,Memphis Grizzlies,93,Regular,18119,0,0
2018-03-24,Dallas Mavericks,98,Regular,20085,0,0
2018-03-25,Brooklyn Nets,114,Regular,17732,0,0
2018-03-25,Milwaukee Bucks,106,Regular,18717,0,1
2018-03-25,Indiana Pacers,113,Regular,17923,0,1
2018-03-25,Sacramento Kings,93,Regular,17583,0,0
2018-03-25,Toronto Raptors,106,Regular,19800,0,0
2018-03-25,Washington Wizards,97,Regular,18884,0,0
2018-03-25,Oklahoma City Thunder,105,Regular,18203,0,0
2018-03-25,Houston Rockets,118,Regular,18055,0,1
2018-03-25,Golden State Warriors,91,Regular,19596,0,0
2018-03-26,Charlotte Hornets,137,Regular,14487,0,1
2018-03-26,Detroit Pistons,112,Regular,18718,0,1
2018-03-26,Philadelphia 76ers,123,Regular,20585,0,1
2018-03-26,Minnesota Timberwolves,93,Regular,16290,0,0
2018-03-26,Phoenix Suns,94,Regular,18055,0,0
2018-03-27,Washington Wizards,116,Regular,19588,0,1
2018-03-27,Toronto Raptors,114,Regular,19800,0,1
2018-03-27,Houston Rockets,118,Regular,18055,0,1
2018-03-27,Miami Heat,98,Regular,20093,0,1
2018-03-27,New Orleans Pelicans,103,Regular,15426,0,0
2018-03-27,Sacramento Kings,97,Regular,17583,0,0
2018-03-27,Golden State Warriors,81,Regular,19596,0,0
2018-03-27,Los Angeles Clippers,105,Regular,19068,0,1
2018-03-28,Charlotte Hornets,105,Regular,19474,0,0
2018-03-28,Orlando Magic,104,Regular,16517,0,0
2018-03-28,Philadelphia 76ers,118,Regular,20655,0,1
2018-03-28,Memphis Grizzlies,108,Regular,16050,0,1
2018-03-28,Minnesota Timberwolves,126,Regular,16183,0,1
2018-03-28,Utah Jazz,94,Regular,18306,0,0
2018-03-28,Phoenix Suns,99,Regular,17005,0,0
2018-03-28,Los Angeles Lakers,103,Regular,18997,0,1
2018-03-29,Detroit Pistons,103,Regular,18268,0,1
2018-03-29,Miami Heat,103,Regular,19746,0,1
2018-03-29,San Antonio Spurs,103,Regular,18418,0,1
2018-03-29,Sacramento Kings,103,Regular,11360,0,0
2018-03-29,Golden State Warriors,107,Regular,19596,0,0
2018-03-30,Orlando Magic,82,Regular,18918,0,0
2018-03-30,Atlanta Hawks,91,Regular,16579,0,0
2018-03-30,Cleveland Cavaliers,107,Regular,20562,0,1
2018-03-30,Houston Rockets,104,Regular,18055,0,1
2018-03-30,Oklahoma City Thunder,125,Regular,18203,0,0
2018-03-30,Dallas Mavericks,92,Regular,20244,0,0
2018-03-30,Utah Jazz,107,Regular,18306,0,1
2018-03-30,Los Angeles Lakers,122,Regular,18997,0,0
2018-03-30,Portland Trail Blazers,105,Regular,20013,0,1
2018-03-31,Washington Wizards,107,Regular,19071,0,1
2018-03-31,New York Knicks,109,Regular,19812,0,0
2018-03-31,Boston Celtics,110,Regular,18624,0,1
2018-03-31,Miami Heat,109,Regular,19600,0,0
2018-03-31,Sacramento Kings,96,Regular,17583,0,0
2018-04-01,Charlotte Hornets,102,Regular,17005,0,0
2018-04-01,Chicago Bulls,113,Regular,20466,0,1
2018-04-01,Los Angeles Clippers,104,Regular,15866,0,0
2018-04-01,San Antonio Spurs,100,Regular,18418,0,1
2018-04-01,Atlanta Hawks,94,Regular,13587,0,1
2018-04-01,Brooklyn Nets,96,Regular,16097,0,0
2018-04-01,Cleveland Cavaliers,98,Regular,20562,0,1
2018-04-01,New Orleans Pelicans,104,Regular,18500,0,0
2018-04-01,Minnesota Timberwolves,97,Regular,18978,0,0
2018-04-01,Denver Nuggets,128,Regular,19520,0,1
2018-04-01,Golden State Warriors,117,Regular,19596,0,1
2018-04-01,Portland Trail Blazers,113,Regular,19545,0,1
2018-04-01,Los Angeles Lakers,83,Regular,18997,0,0
2018-04-03,Cleveland Cavaliers,112,Regular,20562,0,1
2018-04-03,Philadelphia 76ers,121,Regular,20710,0,1
2018-04-03,Miami Heat,101,Regular,19600,0,1
2018-04-03,New York Knicks,73,Regular,19812,0,0
2018-04-03,Chicago Bulls,120,Regular,20139,0,1
2018-04-03,Houston Rockets,120,Regular,18055,0,1
2018-04-03,Milwaukee Bucks,106,Regular,16188,0,1
2018-04-03,Oklahoma City Thunder,107,Regular,18203,0,0
2018-04-03,Dallas Mavericks,115,Regular,19624,0,1
2018-04-03,Denver Nuggets,107,Regular,14743,0,1
2018-04-03,Utah Jazz,117,Regular,18306,0,1
2018-04-03,Phoenix Suns,97,Regular,16826,0,1
2018-04-03,Los Angeles Clippers,113,Regular,17449,0,1
2018-04-04,Detroit Pistons,108,Regular,18395,0,0
2018-04-04,Orlando Magic,105,Regular,18112,0,1
2018-04-04,Atlanta Hawks,86,Regular,16696,0,0
2018-04-04,New Orleans Pelicans,123,Regular,16521,0,1
2018-04-04,Toronto Raptors,96,Regular,19963,0,1
2018-04-04,Los Angeles Lakers,122,Regular,18997,0,1
2018-04-05,Indiana Pacers,126,Regular,17923,0,1
2018-04-05,Cleveland Cavaliers,119,Regular,20562,0,1
2018-04-05,Houston Rockets,96,Regular,18055,0,1
2018-04-05,Milwaukee Bucks,111,Regular,18378,0,0
2018-04-05,Utah Jazz,117,Regular,18306,0,1
2018-04-05,Denver Nuggets,100,Regular,16415,0,1
2018-04-06,Detroit Pistons,113,Regular,18768,0,1
2018-04-06,Orlando Magic,100,Regular,17018,0,0
2018-04-06,Philadelphia 76ers,132,Regular,20769,0,1
2018-04-06,Washington Wizards,97,Regular,19557,0,0
2018-04-06,Boston Celtics,111,Regular,18624,0,1
2018-04-06,New York Knicks,122,Regular,19569,0,1
2018-04-06,Toronto Raptors,92,Regular,19924,0,1
2018-04-06,Memphis Grizzlies,93,Regular,16527,0,0
2018-04-06,Phoenix Suns,103,Regular,18055,0,0
2018-04-06,Los Angeles Lakers,96,Regular,18997,0,0
2018-04-07,Los Angeles Clippers,115,Regular,16166,0,0
2018-04-07,New York Knicks,102,Regular,19812,0,0
2018-04-07,Chicago Bulls,96,Regular,21669,0,0
2018-04-07,Golden State Warriors,120,Regular,19596,0,0
2018-04-07,Houston Rockets,102,Regular,18055,0,0
2018-04-07,San Antonio Spurs,116,Regular,18610,0,1
2018-04-08,Boston Celtics,106,Regular,18624,0,0
2018-04-08,Charlotte Hornets,117,Regular,16629,0,0
2018-04-08,Philadelphia 76ers,109,Regular,20846,0,1
2018-04-08,Memphis Grizzlies,130,Regular,16044,0,1
2018-04-08,Los Angeles Lakers,97,Regular,18997,0,0
2018-04-08,Toronto Raptors,112,Regular,19948,0,1
2018-04-08,Phoenix Suns,100,Regular,18055,0,0
2018-04-09,Detroit Pistons,98,Regular,17529,0,0
2018-04-09,Brooklyn Nets,114,Regular,16187,0,1
2018-04-09,Miami Heat,93,Regular,19600,0,0
2018-04-09,New York Knicks,109,Regular,19449,0,0
2018-04-09,Milwaukee Bucks,102,Regular,18717,0,1
2018-04-09,Minnesota Timberwolves,113,Regular,17641,0,1
2018-04-09,San Antonio Spurs,98,Regular,18418,0,1
2018-04-09,Denver Nuggets,88,Regular,17467,0,1
2018-04-09,Los Angeles Clippers,100,Regular,15742,0,0
2018-04-10,Indiana Pacers,93,Regular,17331,0,0
2018-04-10,Atlanta Hawks,113,Regular,15673,0,0
2018-04-10,Washington Wizards,113,Regular,18887,0,1
2018-04-10,Dallas Mavericks,97,Regular,20041,0,0
2018-04-10,Utah Jazz,119,Regular,18306,0,1
2018-04-10,Los Angeles Lakers,99,Regular,18997,0,0
2018-04-11,Boston Celtics,110,Regular,18624,0,1
2018-04-11,Chicago Bulls,87,Regular,21342,0,0
2018-04-11,Cleveland Cavaliers,98,Regular,20562,0,0
2018-04-11,Miami Heat,116,Regular,19600,0,1
2018-04-11,Minnesota Timberwolves,112,Regular,18978,0,1
2018-04-11,New Orleans Pelicans,122,Regular,18573,0,1
2018-04-11,Oklahoma City Thunder,137,Regular,18203,0,1
2018-04-11,Orlando Magic,101,Regular,17598,0,1
2018-04-11,Philadelphia 76ers,130,Regular,20659,0,1
2018-04-11,Los Angeles Clippers,100,Regular,19068,0,0
2018-04-11,Portland Trail Blazers,102,Regular,20186,0,1
2018-04-11,Sacramento Kings,96,Regular,17583,0,1
2018-04-14,Golden State Warriors,113,Playoff,19596,0,1
2018-04-14,Toronto Raptors,114,Playoff,19937,0,1
2018-04-14,Philadelphia 76ers,130,Playoff,20617,0,1
2018-04-14,Portland Trail Blazers,95,Playoff,19882,0,0
2018-04-15,Boston Celtics,113,Playoff,18624,0,1
2018-04-15,Cleveland Cavaliers,80,Playoff,20562,0,0
2018-04-15,Oklahoma City Thunder,116,Playoff,18203,0,1
2018-04-15,Houston Rockets,104,Playoff,18055,0,1
2018-04-16,Philadelphia 76ers,103,Playoff,20753,0,0
2018-04-16,Golden State Warriors,116,Playoff,19596,0,1
2018-04-17,Toronto Raptors,130,Playoff,20242,0,1
2018-04-17,Boston Celtics,120,Playoff,18624,0,1
2018-04-17,Portland Trail Blazers,102,Playoff,20066,0,0
2018-04-18,Cleveland Cavaliers,100,Playoff,20562,0,1
2018-04-18,Oklahoma City Thunder,95,Playoff,18203,0,0
2018-04-18,Houston Rockets,102,Playoff,18055,0,1
2018-04-19,Miami Heat,108,Playoff,19812,0,0
2018-04-19,New Orleans Pelicans,119,Playoff,18551,0,1
2018-04-19,San Antonio Spurs,97,Playoff,18418,0,0
2018-04-20,Indiana Pacers,92,Playoff,17923,0,1
2018-04-20,Washington Wizards,122,Playoff,20356,0,1
2018-04-20,Milwaukee Bucks,116,Playoff,18717,0,1
2018-04-21,Miami Heat,102,Playoff,19804,0,0
2018-04-21,New Orleans Pelicans,131,Playoff,18544,0,1
2018-04-21,Minnesota Timberwolves,121,Playoff,18978,0,1
2018-04-21,Utah Jazz,115,Playoff,18306,0,1
2018-04-22,Milwaukee Bucks,104,Playoff,18717,0,1
2018-04-22,San Antonio Spurs,103,Playoff,18418,0,1
2018-04-22,Washington Wizards,106,Playoff,20356,0,1
2018-04-22,Indiana Pacers,100,Playoff,17923,0,0
2018-04-23,Minnesota Timberwolves,100,Playoff,18978,0,0
2018-04-23,Utah Jazz,113,Playoff,18306,0,1
2018-04-24,Boston Celtics,92,Playoff,18624,0,1
2018-04-24,Philadelphia 76ers,104,Playoff,21171,0,1
2018-04-24,Golden State Warriors,99,Playoff,19596,0,1
2018-04-25,Cleveland Cavaliers,98,Playoff,20562,0,1
2018-04-25,Toronto Raptors,108,Playoff,19987,0,1
2018-04-25,Houston Rockets,122,Playoff,18055,0,1
2018-04-25,Oklahoma City Thunder,107,Playoff,18203,0,1
2018-04-26,Milwaukee Bucks,97,Playoff,18717,0,1
2018-04-27,Washington Wizards,92,Playoff,20356,0,0
2018-04-27,Indiana Pacers,121,Playoff,17923,0,1
2018-04-27,Utah Jazz,96,Playoff,18306,0,1
2018-04-28,Boston Celtics,112,Playoff,18624,0,1
2018-04-28,Golden State Warriors,123,Playoff,19596,0,1
2018-04-29,Cleveland Cavaliers,105,Playoff,20562,0,1
2018-04-29,Houston Rockets,110,Playoff,18055,0,1
2018-04-30,Boston Celtics,117,Playoff,18624,0,1
2018-05-01,Toronto Raptors,112,Playoff,19954,0,0
2018-05-01,Golden State Warriors,121,Playoff,19596,0,1
2018-05-02,Houston Rockets,108,Playoff,18055,0,0
2018-05-03,Toronto Raptors,110,Playoff,20127,0,0
2018-05-03,Boston Celtics,108,Playoff,18624,0,1
2018-05-04,New Orleans Pelicans,119,Playoff,18551,0,1
2018-05-04,Utah Jazz,92,Playoff,18306,0,0
2018-05-05,Philadelphia 76ers,98,Playoff,20758,0,0
2018-05-05,Cleveland Cavaliers,105,Playoff,20562,0,1
2018-05-06,New Orleans Pelicans,92,Playoff,18513,0,0
2018-05-06,Utah Jazz,87,Playoff,18306,0,0
2018-05-07,Philadelphia 76ers,103,Playoff,20936,0,1
2018-05-07,Cleveland Cavaliers,128,Playoff,20562,0,1
2018-05-08,Houston Rockets,112,Playoff,18055,0,1
2018-05-08,Golden State Warriors,113,Playoff,19596,0,1
2018-05-09,Boston Celtics,114,Playoff,18624,0,1
2018-05-13,Boston Celtics,108,Playoff,18624,0,1
2018-05-14,Houston Rockets,106,Playoff,18055,0,0
2018-05-15,Boston Celtics,107,Playoff,18624,0,1
2018-05-16,Houston Rockets,127,Playoff,18119,0,1
2018-05-19,Cleveland Cavaliers,116,Playoff,20562,0,1
2018-05-20,Golden State Warriors,126,Playoff,19596,0,1
2018-05-21,Cleveland Cavaliers,111,Playoff,20562,0,1
2018-05-22,Golden State Warriors,92,Playoff,19596,0,0
2018-05-23,Boston Celtics,96,Playoff,18624,0,1
2018-05-24,Houston Rockets,98,Playoff,18208,0,1
2018-05-25,Cleveland Cavaliers,109,Playoff,20562,0,1
2018-05-26,Golden State Warriors,115,Playoff,19596,0,1
2018-05-27,Boston Celtics,79,Playoff,18624,0,0
2018-05-28,Houston Rockets,92,Playoff,18055,0,0
2018-05-31,Golden State Warriors,124,Playoff,19596,0,1
2018-06-03,Golden State Warriors,122,Playoff,19596,0,1
2018-06-06,Cleveland Cavaliers,102,Playoff,20562,0,0
2018-06-08,Cleveland Cavaliers,85,Playoff,20562,0,0
